# Rescue Logfile. Created by GNU ddrescue version 1.19
# Command line: ddrescue -i 506600000000 -s 10000000 /dev/sdf /dev/sdg dc_roig.log -nvvf -MA -e 1 -a 100000
# Start time:   2015-02-12 17:18:24
# Current time: 2015-02-12 17:20:47
# Copying non-tried blocks... Pass 1 (forwards)
# current_pos  current_status
0x75F3BC0000     ?
#      pos        size  status
0x1F57ACA000  0x0011A000  +
0x1F57BE4000  0x00001000  ?
0x1F57BE5000  0x0011A000  +
0x1F57CFF000  0x00001000  ?
0x1F57D00000  0x0026F000  +
0x1F57F6F000  0x00001000  ?
0x1F57F70000  0x0011A000  +
0x1F5808A000  0x00000200  -
0x1F5808A200  0x00000C00  ?
0x1F5808AE00  0x00000200  -
0x1F5808B000  0x0011A000  +
0x1F581A5000  0x00001000  ?
0x1F581A6000  0x0011A000  +
0x1F582C0000  0x00001000  ?
0x1F582C1000  0x0011A000  +
0x1F583DB000  0x00001000  ?
0x1F583DC000  0x0011A000  +
0x1F584F6000  0x00001000  ?
0x1F584F7000  0x0026F000  +
0x1F58766000  0x00001000  ?
0x1F58767000  0x0011A000  +
0x1F58881000  0x00001000  ?
0x1F58882000  0x0011A000  +
0x1F5899C000  0x00000200  -
0x1F5899C200  0x00000C00  ?
0x1F5899CE00  0x00000200  -
0x1F5899D000  0x0011A000  +
0x1F58AB7000  0x00001000  ?
0x1F58AB8000  0x0011A000  +
0x1F58BD2000  0x00001000  ?
0x1F58BD3000  0x0026F000  +
0x1F58E42000  0x00001000  ?
0x1F58E43000  0x0011A000  +
0x1F58F5D000  0x00001000  ?
0x1F58F5E000  0x0011A000  +
0x1F59078000  0x00001000  ?
0x1F59079000  0x007F7000  +
0x1F59870000  0x00000200  -
0x1F59870200  0x00000C00  ?
0x1F59870E00  0x00000200  -
0x1F59871000  0x00A2C000  +
0x1F5A29D000  0x00000200  -
0x1F5A29D200  0x00000C00  ?
0x1F5A29DE00  0x00000200  -
0x1F5A29E000  0x018FF000  +
0x1F5BB9D000  0x00000200  -
0x1F5BB9D200  0x00000C00  ?
0x1F5BB9DE00  0x00000200  -
0x1F5BB9E000  0x0026F000  +
0x1F5BE0D000  0x00001000  ?
0x1F5BE0E000  0x0011A000  +
0x1F5BF28000  0x00001000  ?
0x1F5BF29000  0x006DC000  +
0x1F5C605000  0x00000200  -
0x1F5C605200  0x00000C00  ?
0x1F5C605E00  0x00000200  -
0x1F5C606000  0x0011A000  +
0x1F5C720000  0x00001000  ?
0x1F5C721000  0x0011A000  +
0x1F5C83B000  0x00001000  ?
0x1F5C83C000  0x00235000  +
0x1F5CA71000  0x00001000  ?
0x1F5CA72000  0x0011A000  +
0x1F5CB8C000  0x00000200  ?
0x1F5CB8C200  0x0038AE00  +
0x1F5CF17000  0x00000200  -
0x1F5CF17200  0x00000C00  ?
0x1F5CF17E00  0x00000200  -
0x1F5CF18000  0x00350000  +
0x1F5D268000  0x00001000  ?
0x1F5D269000  0x0026F000  +
0x1F5D4D8000  0x00001000  ?
0x1F5D4D9000  0x0011A000  +
0x1F5D5F3000  0x00000200  -
0x1F5D5F3200  0x00000C00  ?
0x1F5D5F3E00  0x00000200  -
0x1F5D5F4000  0x0011A000  +
0x1F5D70E000  0x00001000  ?
0x1F5D70F000  0x00235000  +
0x1F5D944000  0x00001000  ?
0x1F5D945000  0x0038A000  +
0x1F5DCCF000  0x00000200  ?
0x1F5DCCF200  0x00235E00  +
0x1F5DF05000  0x00000200  -
0x1F5DF05200  0x00000C00  ?
0x1F5DF05E00  0x00000200  -
0x1F5DF06000  0x00350000  +
0x1F5E256000  0x00001000  ?
0x1F5E257000  0x004A4000  +
0x1F5E6FB000  0x00000200  ?
0x1F5E6FB200  0x00235E00  +
0x1F5E931000  0x00000200  -
0x1F5E931200  0x00000C00  ?
0x1F5E931E00  0x00000200  -
0x1F5E932000  0x004A5000  +
0x1F5EDD7000  0x00001000  ?
0x1F5EDD8000  0x00351000  +
0x1F5F129000  0x00000200  ?
0x1F5F129200  0x0038AE00  +
0x1F5F4B4000  0x00000200  -
0x1F5F4B4200  0x00000C00  ?
0x1F5F4B4E00  0x00000200  -
0x1F5F4B5000  0x00235000  +
0x1F5F6EA000  0x00001000  ?
0x1F5F6EB000  0x33B45B000  +
0x229AB46000  0x00000200  -
0x229AB46200  0x00000C00  ?
0x229AB46E00  0x00000200  -
0x229AB47000  0x00231000  +
0x229AD78000  0x00001000  ?
0x229AD79000  0x00117000  +
0x229AE90000  0x00001000  ?
0x229AE91000  0x00118000  +
0x229AFA9000  0x00001000  ?
0x229AFAA000  0x005B3000  +
0x229B55D000  0x00000200  -
0x229B55D200  0x00000C00  ?
0x229B55DE00  0x00000200  -
0x229B55E000  0x00117000  +
0x229B675000  0x00001000  ?
0x229B676000  0x00118000  +
0x229B78E000  0x00001000  ?
0x229B78F000  0x00269000  +
0x229B9F8000  0x00001000  ?
0x229B9F9000  0x00118000  +
0x229BB11000  0x00000200  -
0x229BB11200  0x00000C00  ?
0x229BB11E00  0x00000200  -
0x229BB12000  0x00118000  +
0x229BC2A000  0x00001000  ?
0x229BC2B000  0x00117000  +
0x229BD42000  0x00001000  ?
0x229BD43000  0x00118000  +
0x229BE5B000  0x00001000  ?
0x229BE5C000  0x00117000  +
0x229BF73000  0x00001000  ?
0x229BF74000  0x0026A000  +
0x229C1DE000  0x00001000  ?
0x229C1DF000  0x00117000  +
0x229C2F6000  0x00001000  ?
0x229C2F7000  0x00118000  +
0x229C40F000  0x00000200  -
0x229C40F200  0x00000C00  ?
0x229C40FE00  0x00000200  -
0x229C410000  0x00117000  +
0x229C527000  0x00001000  ?
0x229C528000  0x00118000  +
0x229C640000  0x00001000  ?
0x229C641000  0x00117000  +
0x229C758000  0x00001000  ?
0x229C759000  0x0026A000  +
0x229C9C3000  0x00001000  ?
0x229C9C4000  0x00117000  +
0x229CADB000  0x00001000  ?
0x229CADC000  0x00118000  +
0x229CBF4000  0x00001000  ?
0x229CBF5000  0x00118000  +
0x229CD0D000  0x00001000  ?
0x229CD0E000  0x00117000  +
0x229CE25000  0x00000200  -
0x229CE25200  0x00000C00  ?
0x229CE25E00  0x00000200  -
0x229CE26000  0x00118000  +
0x229CF3E000  0x00001000  ?
0x229CF3F000  0x00269000  +
0x229D1A8000  0x00001000  ?
0x229D1A9000  0x00118000  +
0x229D2C1000  0x00001000  ?
0x229D2C2000  0x00117000  +
0x229D3D9000  0x00001000  ?
0x229D3DA000  0x00118000  +
0x229D4F2000  0x00001000  ?
0x229D4F3000  0x00117000  +
0x229D60A000  0x00001000  ?
0x229D60B000  0x00118000  +
0x229D723000  0x00000200  -
0x229D723200  0x00000C00  ?
0x229D723E00  0x00000200  -
0x229D724000  0x00269000  +
0x229D98D000  0x00001000  ?
0x229D98E000  0x00118000  +
0x229DAA6000  0x00001000  ?
0x229DAA7000  0x00117000  +
0x229DBBE000  0x00001000  ?
0x229DBBF000  0x00118000  +
0x229DCD7000  0x00001000  ?
0x229DCD8000  0x00118000  +
0x229DDF0000  0x00001000  ?
0x229DDF1000  0x00117000  +
0x229DF08000  0x00001000  ?
0x229DF09000  0x0026A000  +
0x229E173000  0x00000200  -
0x229E173200  0x00000C00  ?
0x229E173E00  0x00000200  -
0x229E174000  0x00117000  +
0x229E28B000  0x00001000  ?
0x229E28C000  0x00118000  +
0x229E3A4000  0x00001000  ?
0x229E3A5000  0x00117000  +
0x229E4BC000  0x00001000  ?
0x229E4BD000  0x00118000  +
0x229E5D5000  0x00001000  ?
0x229E5D6000  0x00117000  +
0x229E6ED000  0x00001000  ?
0x229E6EE000  0x0026A000  +
0x229E958000  0x00001000  ?
0x229E959000  0x00117000  +
0x229EA70000  0x00000200  -
0x229EA70200  0x00000C00  ?
0x229EA70E00  0x00000200  -
0x229EA71000  0x00118000  +
0x229EB89000  0x00001000  ?
0x229EB8A000  0x00117000  +
0x229ECA1000  0x00001000  ?
0x229ECA2000  0x00118000  +
0x229EDBA000  0x00001000  ?
0x229EDBB000  0x00118000  +
0x229EED3000  0x00001000  ?
0x229EED4000  0x00269000  +
0x229F13D000  0x00001000  ?
0x229F13E000  0x00118000  +
0x229F256000  0x00001000  ?
0x229F257000  0x00117000  +
0x229F36E000  0x00000200  -
0x229F36E200  0x00000C00  ?
0x229F36EE00  0x00000200  -
0x229F36F000  0x00118000  +
0x229F487000  0x00001000  ?
0x229F488000  0x00117000  +
0x229F59F000  0x00001000  ?
0x229F5A0000  0x00118000  +
0x229F6B8000  0x00001000  ?
0x229F6B9000  0x00269000  +
0x229F922000  0x00001000  ?
0x229F923000  0x00118000  +
0x229FA3B000  0x00001000  ?
0x229FA3C000  0x00117000  +
0x229FB53000  0x00001000  ?
0x229FB54000  0x00118000  +
0x229FC6C000  0x00001000  ?
0x229FC6D000  0x00118000  +
0x229FD85000  0x00000200  -
0x229FD85200  0x00000C00  ?
0x229FD85E00  0x00000200  -
0x229FD86000  0x00269000  +
0x229FFEF000  0x00001000  ?
0x229FFF0000  0x00118000  +
0x22A0108000  0x00001000  ?
0x22A0109000  0x00117000  +
0x22A0220000  0x00001000  ?
0x22A0221000  0x00118000  +
0x22A0339000  0x00001000  ?
0x22A033A000  0x00117000  +
0x22A0451000  0x00001000  ?
0x22A0452000  0x00118000  +
0x22A056A000  0x00001000  ?
0x22A056B000  0x00269000  +
0x22A07D4000  0x00000200  -
0x22A07D4200  0x00000C00  ?
0x22A07D4E00  0x00000200  -
0x22A07D5000  0x00118000  +
0x22A08ED000  0x00001000  ?
0x22A08EE000  0x00117000  +
0x22A0A05000  0x00001000  ?
0x22A0A06000  0x00118000  +
0x22A0B1E000  0x00001000  ?
0x22A0B1F000  0x00117000  +
0x22A0C36000  0x00001000  ?
0x22A0C37000  0x00118000  +
0x22A0D4F000  0x00001000  ?
0x22A0D50000  0x0026A000  +
0x22A0FBA000  0x00001000  ?
0x22A0FBB000  0x00117000  +
0x22A10D2000  0x00000200  -
0x22A10D2200  0x00000C00  ?
0x22A10D2E00  0x00000200  -
0x22A10D3000  0x00118000  +
0x22A11EB000  0x00001000  ?
0x22A11EC000  0x00117000  +
0x22A1303000  0x00001000  ?
0x22A1304000  0x00118000  +
0x22A141C000  0x00001000  ?
0x22A141D000  0x00117000  +
0x22A1534000  0x00001000  ?
0x22A1535000  0x0026A000  +
0x22A179F000  0x00001000  ?
0x22A17A0000  0x00117000  +
0x22A18B7000  0x00001000  ?
0x22A18B8000  0x00118000  +
0x22A19D0000  0x00000200  -
0x22A19D0200  0x00000C00  ?
0x22A19D0E00  0x00000200  -
0x22A19D1000  0x00117000  +
0x22A1AE8000  0x00001000  ?
0x22A1AE9000  0x00118000  +
0x22A1C01000  0x00001000  ?
0x22A1C02000  0x00117000  +
0x22A1D19000  0x00001000  ?
0x22A1D1A000  0x0026A000  +
0x22A1F84000  0x00001000  ?
0x22A1F85000  0x00118000  +
0x22A209D000  0x00001000  ?
0x22A209E000  0x00117000  +
0x22A21B5000  0x00001000  ?
0x22A21B6000  0x00118000  +
0x22A22CE000  0x00001000  ?
0x22A22CF000  0x00117000  +
0x22A23E6000  0x00000200  -
0x22A23E6200  0x00000C00  ?
0x22A23E6E00  0x00000200  -
0x22A23E7000  0x00118000  +
0x22A24FF000  0x00001000  ?
0x22A2500000  0x00269000  +
0x22A2769000  0x00001000  ?
0x22A276A000  0x00118000  +
0x22A2882000  0x00001000  ?
0x22A2883000  0x00117000  +
0x22A299A000  0x00001000  ?
0x22A299B000  0x00118000  +
0x22A2AB3000  0x00001000  ?
0x22A2AB4000  0x00117000  +
0x22A2BCB000  0x00001000  ?
0x22A2BCC000  0x00118000  +
0x22A2CE4000  0x00000200  -
0x22A2CE4200  0x00000C00  ?
0x22A2CE4E00  0x00000200  -
0x22A2CE5000  0x00269000  +
0x22A2F4E000  0x00001000  ?
0x22A2F4F000  0x00118000  +
0x22A3067000  0x00001000  ?
0x22A3068000  0x00118000  +
0x22A3180000  0x00001000  ?
0x22A3181000  0x00117000  +
0x22A3298000  0x00001000  ?
0x22A3299000  0x00118000  +
0x22A33B1000  0x00001000  ?
0x22A33B2000  0x00117000  +
0x22A34C9000  0x00001000  ?
0x22A34CA000  0x0026A000  +
0x22A3734000  0x00000200  -
0x22A3734200  0x00000C00  ?
0x22A3734E00  0x00000200  -
0x22A3735000  0x00117000  +
0x22A384C000  0x00001000  ?
0x22A384D000  0x00118000  +
0x22A3965000  0x00001000  ?
0x22A3966000  0x00117000  +
0x22A3A7D000  0x00001000  ?
0x22A3A7E000  0x00118000  +
0x22A3B96000  0x00001000  ?
0x22A3B97000  0x00269000  +
0x22A3E00000  0x00001000  ?
0x22A3E01000  0x00118000  +
0x22A3F19000  0x00001000  ?
0x22A3F1A000  0x00118000  +
0x22A4032000  0x00000200  -
0x22A4032200  0x00000C00  ?
0x22A4032E00  0x00000200  -
0x22A4033000  0x00117000  +
0x22A414A000  0x00001000  ?
0x22A414B000  0x00118000  +
0x22A4263000  0x00001000  ?
0x22A4264000  0x00117000  +
0x22A437B000  0x00001000  ?
0x22A437C000  0x0026A000  +
0x22A45E6000  0x00001000  ?
0x22A45E7000  0x00117000  +
0x22A46FE000  0x00001000  ?
0x22A46FF000  0x00118000  +
0x22A4817000  0x00001000  ?
0x22A4818000  0x00117000  +
0x22A492F000  0x00001000  ?
0x22A4930000  0x00118000  +
0x22A4A48000  0x00000200  -
0x22A4A48200  0x00000C00  ?
0x22A4A48E00  0x00000200  -
0x22A4A49000  0x00117000  +
0x22A4B60000  0x00001000  ?
0x22A4B61000  0x0026A000  +
0x22A4DCB000  0x00001000  ?
0x22A4DCC000  0x00117000  +
0x22A4EE3000  0x00001000  ?
0x22A4EE4000  0x00118000  +
0x22A4FFC000  0x00001000  ?
0x22A4FFD000  0x00118000  +
0x22A5115000  0x00001000  ?
0x22A5116000  0x00117000  +
0x22A522D000  0x00001000  ?
0x22A522E000  0x00118000  +
0x22A5346000  0x00000200  -
0x22A5346200  0x00000C00  ?
0x22A5346E00  0x00000200  -
0x22A5347000  0x00269000  +
0x22A55B0000  0x00001000  ?
0x22A55B1000  0x00118000  +
0x22A56C9000  0x00001000  ?
0x22A56CA000  0x00117000  +
0x22A57E1000  0x00001000  ?
0x22A57E2000  0x00118000  +
0x22A58FA000  0x00001000  ?
0x22A58FB000  0x00117000  +
0x22A5A12000  0x00001000  ?
0x22A5A13000  0x00118000  +
0x22A5B2B000  0x00001000  ?
0x22A5B2C000  0x00269000  +
0x22A5D95000  0x00000200  -
0x22A5D95200  0x00000C00  ?
0x22A5D95E00  0x00000200  -
0x22A5D96000  0x00118000  +
0x22A5EAE000  0x00001000  ?
0x22A5EAF000  0x00117000  +
0x22A5FC6000  0x00001000  ?
0x22A5FC7000  0x00118000  +
0x22A60DF000  0x00001000  ?
0x22A60E0000  0x00118000  +
0x22A61F8000  0x00001000  ?
0x22A61F9000  0x00117000  +
0x22A6310000  0x00001000  ?
0x22A6311000  0x0026A000  +
0x22A657B000  0x00001000  ?
0x22A657C000  0x00117000  +
0x22A6693000  0x00000200  -
0x22A6693200  0x00000C00  ?
0x22A6693E00  0x00000200  -
0x22A6694000  0x00118000  +
0x22A67AC000  0x00001000  ?
0x22A67AD000  0x00117000  +
0x22A68C4000  0x00001000  ?
0x22A68C5000  0x00118000  +
0x22A69DD000  0x00001000  ?
0x22A69DE000  0x00117000  +
0x22A6AF5000  0x00001000  ?
0x22A6AF6000  0x0026A000  +
0x22A6D60000  0x00001000  ?
0x22A6D61000  0x00117000  +
0x22A6E78000  0x00001000  ?
0x22A6E79000  0x00118000  +
0x22A6F91000  0x00000200  -
0x22A6F91200  0x00000C00  ?
0x22A6F91E00  0x00000200  -
0x22A6F92000  0x00117000  +
0x22A70A9000  0x00001000  ?
0x22A70AA000  0x00118000  +
0x22A71C2000  0x00001000  ?
0x22A71C3000  0x00118000  +
0x22A72DB000  0x00001000  ?
0x22A72DC000  0x00269000  +
0x22A7545000  0x00001000  ?
0x22A7546000  0x00118000  +
0x22A765E000  0x00001000  ?
0x22A765F000  0x00117000  +
0x22A7776000  0x00001000  ?
0x22A7777000  0x00118000  +
0x22A788F000  0x00001000  ?
0x22A7890000  0x00117000  +
0x22A79A7000  0x00000200  -
0x22A79A7200  0x00000C00  ?
0x22A79A7E00  0x00000200  -
0x22A79A8000  0x00118000  +
0x22A7AC0000  0x00001000  ?
0x22A7AC1000  0x00269000  +
0x22A7D2A000  0x00001000  ?
0x22A7D2B000  0x00118000  +
0x22A7E43000  0x00001000  ?
0x22A7E44000  0x00117000  +
0x22A7F5B000  0x00001000  ?
0x22A7F5C000  0x00118000  +
0x22A8074000  0x00001000  ?
0x22A8075000  0x00118000  +
0x22A818D000  0x00001000  ?
0x22A818E000  0x00269000  +
0x22A83F7000  0x00000200  -
0x22A83F7200  0x00000C00  ?
0x22A83F7E00  0x00000200  -
0x22A83F8000  0x00118000  +
0x22A8510000  0x00001000  ?
0x22A8511000  0x00117000  +
0x22A8628000  0x00001000  ?
0x22A8629000  0x00118000  +
0x22A8741000  0x00001000  ?
0x22A8742000  0x00117000  +
0x22A8859000  0x00001000  ?
0x22A885A000  0x00118000  +
0x22A8972000  0x00001000  ?
0x22A8973000  0x00269000  +
0x22A8BDC000  0x00001000  ?
0x22A8BDD000  0x00118000  +
0x22A8CF5000  0x00000200  -
0x22A8CF5200  0x00000C00  ?
0x22A8CF5E00  0x00000200  -
0x22A8CF6000  0x00117000  +
0x22A8E0D000  0x00001000  ?
0x22A8E0E000  0x00118000  +
0x22A8F26000  0x00001000  ?
0x22A8F27000  0x00117000  +
0x22A903E000  0x00001000  ?
0x22A903F000  0x00118000  +
0x22A9157000  0x00001000  ?
0x22A9158000  0x0026A000  +
0x22A93C2000  0x00001000  ?
0x22A93C3000  0x00117000  +
0x22A94DA000  0x00001000  ?
0x22A94DB000  0x00118000  +
0x22A95F3000  0x00000200  -
0x22A95F3200  0x00000C00  ?
0x22A95F3E00  0x00000200  -
0x22A95F4000  0x00117000  +
0x22A970B000  0x00001000  ?
0x22A970C000  0x00118000  +
0x22A9824000  0x00001000  ?
0x22A9825000  0x00117000  +
0x22A993C000  0x00001000  ?
0x22A993D000  0x0026A000  +
0x22A9BA7000  0x00001000  ?
0x22A9BA8000  0x00117000  +
0x22A9CBF000  0x00001000  ?
0x22A9CC0000  0x00118000  +
0x22A9DD8000  0x00001000  ?
0x22A9DD9000  0x00117000  +
0x22A9EF0000  0x00001000  ?
0x22A9EF1000  0x00118000  +
0x22AA009000  0x00000200  -
0x22AA009200  0x00000C00  ?
0x22AA009E00  0x00000200  -
0x22AA00A000  0x00117000  +
0x22AA121000  0x00001000  ?
0x22AA122000  0x0026A000  +
0x22AA38C000  0x00001000  ?
0x22AA38D000  0x00118000  +
0x22AA4A5000  0x00001000  ?
0x22AA4A6000  0x00117000  +
0x22AA5BD000  0x00001000  ?
0x22AA5BE000  0x00118000  +
0x22AA6D6000  0x00001000  ?
0x22AA6D7000  0x00117000  +
0x22AA7EE000  0x00001000  ?
0x22AA7EF000  0x00118000  +
0x22AA907000  0x00000200  -
0x22AA907200  0x00000C00  ?
0x22AA907E00  0x00000200  -
0x22AA908000  0x00269000  +
0x22AAB71000  0x00001000  ?
0x22AAB72000  0x00118000  +
0x22AAC8A000  0x00001000  ?
0x22AAC8B000  0x00117000  +
0x22AADA2000  0x00001000  ?
0x22AADA3000  0x00118000  +
0x22AAEBB000  0x00001000  ?
0x22AAEBC000  0x00117000  +
0x22AAFD3000  0x00001000  ?
0x22AAFD4000  0x00118000  +
0x22AB0EC000  0x00001000  ?
0x22AB0ED000  0x00269000  +
0x22AB356000  0x00000200  -
0x22AB356200  0x00000C00  ?
0x22AB356E00  0x00000200  -
0x22AB357000  0x00118000  +
0x22AB46F000  0x00001000  ?
0x22AB470000  0x00118000  +
0x22AB588000  0x00001000  ?
0x22AB589000  0x00117000  +
0x22AB6A0000  0x00001000  ?
0x22AB6A1000  0x00118000  +
0x22AB7B9000  0x00001000  ?
0x22AB7BA000  0x00117000  +
0x22AB8D1000  0x00001000  ?
0x22AB8D2000  0x0026A000  +
0x22ABB3C000  0x00001000  ?
0x22ABB3D000  0x00117000  +
0x22ABC54000  0x00000200  -
0x22ABC54200  0x00000C00  ?
0x22ABC54E00  0x00000200  -
0x22ABC55000  0x00118000  +
0x22ABD6D000  0x00001000  ?
0x22ABD6E000  0x00117000  +
0x22ABE85000  0x00001000  ?
0x22ABE86000  0x00118000  +
0x22ABF9E000  0x00001000  ?
0x22ABF9F000  0x00269000  +
0x22AC208000  0x00001000  ?
0x22AC209000  0x00118000  +
0x22AC321000  0x00001000  ?
0x22AC322000  0x00118000  +
0x22AC43A000  0x00001000  ?
0x22AC43B000  0x00117000  +
0x22AC552000  0x00000200  -
0x22AC552200  0x00000C00  ?
0x22AC552E00  0x00000200  -
0x22AC553000  0x00118000  +
0x22AC66B000  0x00001000  ?
0x22AC66C000  0x00117000  +
0x22AC783000  0x00001000  ?
0x22AC784000  0x0026A000  +
0x22AC9EE000  0x00001000  ?
0x22AC9EF000  0x00117000  +
0x22ACB06000  0x00001000  ?
0x22ACB07000  0x00118000  +
0x22ACC1F000  0x00001000  ?
0x22ACC20000  0x00117000  +
0x22ACD37000  0x00001000  ?
0x22ACD38000  0x00118000  +
0x22ACE50000  0x00001000  ?
0x22ACE51000  0x00117000  +
0x22ACF68000  0x00000200  -
0x22ACF68200  0x00000C00  ?
0x22ACF68E00  0x00000200  -
0x22ACF69000  0x0026A000  +
0x22AD1D3000  0x00001000  ?
0x22AD1D4000  0x00117000  +
0x22AD2EB000  0x00001000  ?
0x22AD2EC000  0x00118000  +
0x22AD404000  0x00001000  ?
0x22AD405000  0x00118000  +
0x22AD51D000  0x00001000  ?
0x22AD51E000  0x00117000  +
0x22AD635000  0x00001000  ?
0x22AD636000  0x00118000  +
0x22AD74E000  0x00001000  ?
0x22AD74F000  0x00269000  +
0x22AD9B8000  0x00000200  -
0x22AD9B8200  0x00000C00  ?
0x22AD9B8E00  0x00000200  -
0x22AD9B9000  0x00118000  +
0x22ADAD1000  0x00001000  ?
0x22ADAD2000  0x00117000  +
0x22ADBE9000  0x00001000  ?
0x22ADBEA000  0x00118000  +
0x22ADD02000  0x00001000  ?
0x22ADD03000  0x00117000  +
0x22ADE1A000  0x00001000  ?
0x22ADE1B000  0x00118000  +
0x22ADF33000  0x00001000  ?
0x22ADF34000  0x00269000  +
0x22AE19D000  0x00001000  ?
0x22AE19E000  0x00118000  +
0x22AE2B6000  0x00000200  -
0x22AE2B6200  0x00000C00  ?
0x22AE2B6E00  0x00000200  -
0x22AE2B7000  0x00117000  +
0x22AE3CE000  0x00001000  ?
0x22AE3CF000  0x00118000  +
0x22AE4E7000  0x00001000  ?
0x22AE4E8000  0x00118000  +
0x22AE600000  0x00001000  ?
0x22AE601000  0x00117000  +
0x22AE718000  0x00001000  ?
0x22AE719000  0x0026A000  +
0x22AE983000  0x00001000  ?
0x22AE984000  0x00117000  +
0x22AEA9B000  0x00001000  ?
0x22AEA9C000  0x00118000  +
0x22AEBB4000  0x00000200  -
0x22AEBB4200  0x00000C00  ?
0x22AEBB4E00  0x00000200  -
0x22AEBB5000  0x00117000  +
0x22AECCC000  0x00001000  ?
0x22AECCD000  0x00118000  +
0x22AEDE5000  0x00001000  ?
0x22AEDE6000  0x00117000  +
0x22AEEFD000  0x00001000  ?
0x22AEEFE000  0x0026A000  +
0x22AF168000  0x00001000  ?
0x22AF169000  0x00117000  +
0x22AF280000  0x00001000  ?
0x22AF281000  0x00118000  +
0x22AF399000  0x00001000  ?
0x22AF39A000  0x00117000  +
0x22AF4B1000  0x00001000  ?
0x22AF4B2000  0x00118000  +
0x22AF5CA000  0x00000200  -
0x22AF5CA200  0x00000C00  ?
0x22AF5CAE00  0x00000200  -
0x22AF5CB000  0x00118000  +
0x22AF6E3000  0x00001000  ?
0x22AF6E4000  0x00269000  +
0x22AF94D000  0x00001000  ?
0x22AF94E000  0x00118000  +
0x22AFA66000  0x00001000  ?
0x22AFA67000  0x00117000  +
0x22AFB7E000  0x00001000  ?
0x22AFB7F000  0x00230000  +
0x22AFDAF000  0x00001000  ?
0x22AFDB0000  0x00118000  +
0x22AFEC8000  0x00000200  -
0x22AFEC8200  0x00000C00  ?
0x22AFEC8E00  0x00000200  -
0x22AFEC9000  0x00269000  +
0x22B0132000  0x00001000  ?
0x22B0133000  0x00118000  +
0x22B024B000  0x00001000  ?
0x22B024C000  0x00117000  +
0x22B0363000  0x00001000  ?
0x22B0364000  0x00118000  +
0x22B047C000  0x00001000  ?
0x22B047D000  0x00118000  +
0x22B0595000  0x00001000  ?
0x22B0596000  0x00269000  +
0x22B07FF000  0x00000200  -
0x22B07FF200  0x00000C00  ?
0x22B07FFE00  0x00000200  -
0x22B0800000  0x00230000  +
0x22B0A30000  0x00001000  ?
0x22B0A31000  0x00118000  +
0x22B0B49000  0x00001000  ?
0x22B0B4A000  0x00117000  +
0x22B0C61000  0x00001000  ?
0x22B0C62000  0x00382000  +
0x22B0FE4000  0x00001000  ?
0x22B0FE5000  0x00118000  +
0x22B10FD000  0x00001000  ?
0x22B10FE000  0x00117000  +
0x22B1215000  0x00000200  -
0x22B1215200  0x00000C00  ?
0x22B1215E00  0x00000200  -
0x22B1216000  0x00118000  +
0x22B132E000  0x00001000  ?
0x22B132F000  0x00117000  +
0x22B1446000  0x00001000  ?
0x22B1447000  0x00383000  +
0x22B17CA000  0x00001000  ?
0x22B17CB000  0x00117000  +
0x22B18E2000  0x00001000  ?
0x22B18E3000  0x00118000  +
0x22B19FB000  0x00001000  ?
0x22B19FC000  0x00117000  +
0x22B1B13000  0x00000200  -
0x22B1B13200  0x00000C00  ?
0x22B1B13E00  0x00000200  -
0x22B1B14000  0x0049B000  +
0x22B1FAF000  0x00001000  ?
0x22B1FB0000  0x00230000  +
0x22B21E0000  0x00001000  ?
0x22B21E1000  0x00117000  +
0x22B22F8000  0x00001000  ?
0x22B22F9000  0x00230000  +
0x22B2529000  0x00000200  -
0x22B2529200  0x00000C00  ?
0x22B2529E00  0x00000200  -
0x22B252A000  0x0026A000  +
0x22B2794000  0x00000200  ?
0x22B2794200  0x00118E00  +
0x22B28AD000  0x00001000  ?
0x22B28AE000  0x00230000  +
0x22B2ADE000  0x00001000  ?
0x22B2ADF000  0x00117000  +
0x22B2BF6000  0x00001000  ?
0x22B2BF7000  0x00382000  +
0x22B2F79000  0x00000200  -
0x22B2F79200  0x00000C00  ?
0x22B2F79E00  0x00000200  -
0x22B2F7A000  0x00118000  +
0x22B3092000  0x00001000  ?
0x22B3093000  0x00117000  +
0x22B31AA000  0x00001000  ?
0x22B31AB000  0x00118000  +
0x22B32C3000  0x00001000  ?
0x22B32C4000  0x00117000  +
0x22B33DB000  0x00001000  ?
0x22B33DC000  0x00118000  +
0x22B34F4000  0x00001000  ?
0x22B34F5000  0x00269000  +
0x22B375E000  0x00001000  ?
0x22B375F000  0x00118000  +
0x22B3877000  0x00000200  -
0x22B3877200  0x00000C00  ?
0x22B3877E00  0x00000200  -
0x22B3878000  0x00118000  +
0x22B3990000  0x00001000  ?
0x22B3991000  0x00117000  +
0x22B3AA8000  0x00001000  ?
0x22B3AA9000  0x00118000  +
0x22B3BC1000  0x00001000  ?
0x22B3BC2000  0x00117000  +
0x22B3CD9000  0x00001000  ?
0x22B3CDA000  0x0026A000  +
0x22B3F44000  0x00001000  ?
0x22B3F45000  0x00117000  +
0x22B405C000  0x00001000  ?
0x22B405D000  0x00118000  +
0x22B4175000  0x00000200  -
0x22B4175200  0x00000C00  ?
0x22B4175E00  0x00000200  -
0x22B4176000  0x00117000  +
0x22B428D000  0x00001000  ?
0x22B428E000  0x00118000  +
0x22B43A6000  0x00001000  ?
